Text,Label
   خير چه دخداي زمه واري دي ته بدجنسه وزير بيا يي څوک څوکي پريږده ورځه انگليس کلپونوکي ميلي کوه,2
   هغه سویډني کافر چې قرآن کریم وسوځولو د هغې باره کې تاسو منافقانو څه ونه ویل؟,2
                _              پاکستانې موردګاوان بیا دهمجنس بازې دقانون په منظرولو کې څه وایې؟؟؟دلاهور په هرامنډۍ اود شرابو په علانیه استعمال او کارخانو کې څه وایې؟؟؟,2
   فکر کوم ستاسو راپور هم مستعار دی,0
   پاکستاني دلاګان خو به هرڅه وایي,2
   امریکا هم چتیات شروع کړی چی موږ هڅی کوو د چشی هڅی کوۍ تاسی خو داغه د هفتی ۴۰ ملیون ډالر د داغه په بدل کی دوی ته ورکوۍ چی دوی دا هر څه وکی بس خلک غولوۍ تباه برباد سۍ هم امارت هم امریکا,2
   زمونږ لپاره بیا دا تر ټولو سخته ورځ وه چي یوې لوستي جینئ(پلوټې)به د نیم اسمانه په مظلومو مسلمانانو بمونه غورزول,2
"د دریو لوڼو پلار چې دلته یې د خوندیتابه لپاره مستعار نوم احمد یاد شوی، بي بي سي پښتو ته وویل""دا پنځه سوه ورځې مې د ژوند تر ټولو ترخې او بدې ورځې وې.""             ",2
   تاسو بہ ڈیر پہ ازاب یاست,1
"   دطالبانو(علما کرامو )په حکومت کي داسي پرمختګونه روان دي .
ډیر رزیل خلک يي چي کوم مشکل وي بیا دطالبانو حکومت وي. او چي پرمختگ وي بیا افغانستان شي.",1
"   مثبت نقاط يي ډير دی...
نړيواله ټولنه دی د بندیزونو په ځای تعامل لاره خپله کړي‌",1
   اوس بی خوند وکړ یو په مظلومو خویندو یی زور تیر دی,2
   د ځناورو پنجابي مېښو خېټورو چړیانو له پنجابي مذهب نه همدا تمه کېدی شي.,2
        علما غواړي چي خپل شرم په چرم پټ کړې دوی ته امریکایې اسلام ورژن له ډیره وخته رسیدلی دوی غواړي چي مونږ هم ورسره دغه ډول اسلام ومنو ترڅو په دوی دمسلمانانو نیوکي ختمي شي مختلط تعلیم هیڅ په اسلام کي نشته که دوی وایې چي نر او ښځي دي بېل شي نو دوی دي اول خپل ذکور او اناث سره جلا کړې.,0
   برکت غواړو دایران مزلوم میلت اخوندانو دلاسه ترفزی دی,1
"له هغه راهیسې چې په افغانستان کې د طالبانو حکومت له زدکړو د نجونو د محرومولو په برخه کې لومړی ګام واخیست او د دوی پر مخ یې له اووم تر دوولسم ټولګي ښوونځي وتړل، نن ۵۰۰ ورځې پوره کېږي.‌ ددې مسلې په اړه ډېرې نورې خبرې په دې رپوټ کې.                       ",0
   بریتانیا ته ستاسي د تللو او هلته د عياشۍ شروع کولو څومره وخت کيږي,0
"نن (جنوري ۲۹مه) په افغانستان کې د طالبانو حکومت له لوري له شپږم ټولګي د نجونو د ښوونځیو بندېدو ۵۰۰ ورځې پوره کېږي. دلته بېلابېل غبرګونونه راخیستل کېږي.
پاکستاني عالمانو د نجونو پر زدکړو بندیز د ""اسلام ضد"" عمل بللی دی.                   ",0
   چي شي وشرميده الله تعالي ته يې سپارۍ مخکې مو ولي.....,0
"د ۲۰۲۱ کال له اګست میاشتې بیا د ۲۰۲۲ کال تر پایه پر ښځو د طالبانو حکومت له لوري لګولو شویو محدویتونو ته مو په دغه رپوټ کې په څلورو برخو کې کتنه کړې.
              .                          ",0
   ورور به ان شاه الله د اقتصاد به برخه کی ګاموته واخلی.,1
   اسحاق رشتياوايي,1
"ایران وايي، له دې برید څو ساعته مخکې د اصفهان د ""مهماتو"" د تولید په یوه کارخونه کې یوه لویه چاودنه شوې ده.‌                        ",0
"   چی ښه مخ ته لاڔ شی هغه پخپله خوښه بیا مو خدای ج هیر شی ، وایی پاکستان داسی کڔی..
چی الله ج در باندی په قهر شو نو بیا گذاره مو گرانه شوه ، خدای ج داسی کڔی   
دا ټول تجارت مو زمونږ په وینو روان وه .. اوس نو چی سټاپ شو ،ستاسو کیسه هم ختمه شوه .",2
   الحمد لله,1
"له هغه راهیسې چې په افغانستان کې د طالبانو حکومت له زدکړو د نجونو د محرومولو په برخه کې لومړی ګام واخیست او د دوی پر مخ یې له اووم تر دوولسم ټولګي ښوونځي وتړل، نن ۵۰۰ ورځې پوره کېږي.‌ 
              .                          ",0
   ومن یتوکل علی الله فهو حسبه(الاية),1
"په پاکستان کې د ګرانۍ او ټولنیز ژوندانه په اړه د دغه هېواد د مالیې وزیر اسحاق ډار خبرو د ""خلکو په زخمونو لا مالګه شیندلې.""
ښاغلي ډار د اوسنیو ستونزو پړه د عمران خان په تېر حکومت اچولي او ویې ویل ""د پاکستان ساتنه، پرمختګ او سوکالي د خدای ذمه واري ده.""
              .                          ",0
"   دیر ضرورت دی ورته چه سلورسلور خزی وکر,ی",0
"ګوتام آداني ۶۰ کلن دی او په تېرو دریو کالو کې یې د ونډو په بازارو کې برخه لس چنده ډېره ثبت شوې، دې لویې ونډې نوموړی د آسیا په کچه تر ټولو بډایه او د نړۍ دریم پیسه داره شخص کړ.                         ",0
   دہ دے اعصاب اوس کار نکوی,2
"ایران وايي، له دې برید څو ساعته مخکې د اصفهان د ""مهماتو"" د تولید په یوه کارخونه کې یوه لویه چاودنه شوې ده.‌                          ",0
"د طالبانو د اورګاډي اداره وايي، نوی لوکوموټیو (اورګاډی) به د جنورۍ پر ۳۰مه له قزاقستانه حیرتان ته راورسېږي. 
ددغې ادارې مشر بخت الرحمن شرافت پر فېسبوک لیکلي، له دې اورګاډي وروسته به دویم دغه اورګاډی د فبرورۍ تر اوم پورې راورسېږي.               .                          ",0
   ناپاک پاکستان,2
   عالي خبر وه ځکه همدا پلاستيک دی چې باحث دانسان د سرطان ګرځي موږ بايد په نړي کی په پلاستيک استعمال بندیز ولګاوه مننه,1
"د طالبانو حکومت په افغانستان کې شخصي پوهنتونو ته امر کړی چې د کانکور ازموینې لپاره تر ""امرثاني"" پورې نجونو ته د نوم لیکنې اجازه ور نه کړي.
              .                          ",2
"   هغه ملک چې سپيڅلي مجاهدين يي په کفارو خرڅ کړی وی نه جوړيږی دوی آزار وهلې دي، دا د پټې سر دی پټی کارته سورور دی",2
په دې اړه اندېښنې او د خلکو تر منځ ډار له هغې وروسته لا پسې ډېر شوی چې په دې ورځو کې د ډالرو نرخ ان له ۲۶۲ کلدارو واوښت او خوراکي لومړني توکي بې ساري ګران شوي                          ,2
له لسیزو راهېسې پلاستيکي توکي د انګلستان ختیځ ته په سواحلو کې راټولېږي. چاپېریال ساتونکي وايي په سمندرونو کې د زړو پلاستيکو د اغېزو په اړه ډېر اندیښمن دي. دا له هغه وروسته چې د نویو شواهدو له مخې اوس دغه توکي د انسانانو خوړو کې هم ګډېږي.               .                          ,2
   وونو,0
"ګوتام آداني ۶۰ کلن دی او په تېرو دریو کالو کې یې د ونډو په بازارو کې برخه لس چنده ډېره ثبت شوې، دې لویې ونډې نوموړی د آسیا په کچه تر ټولو بډایه او د نړۍ دریم پیسه داره شخص کړ                        ",0
   لعنت پر بی بی سی والا,2
آمین یارب,1
   الله پاک دې نور هم تباه کړې,2
   پاکستان تباه ده,2
   نو خو شه ئې ویلي دي   ,0
"له ۱۹ کالو د کم عمر نجونو نړیوال جام نیمه پایلوبه کې هند نېوزېلنډ ته د اتو وېکټو او د انګلنډ نجونو اسټرالیا ته په درېیو وېکټو ماتې ورکړه او خپلې لوبډلې یې پایلوبې ته ورسولې.
د هند او انګلنډ لوبډلو تر منځ پایلوبه سبا ""یکشنبه"" د سویلي افریقا په پوتیشیسټروم لوبغالي کېږي.               .                          ",0
   چي د الله په ذمه شوه مطلب الله يي تباه کي,2
   پې راوایړوه کنا ته چاته ګوری,0
   یا الله ته خير کي               .                          ,1
   خدای له دی نا مسلمانه اسلام دښمنه او قاتل ملک نه په تنګ شوی انشا الله چی ژر به نړی يې له شره خلاصه شي,1
"په پاکستان کې د ګرانۍ او ټولنیز ژوندانه په اړه د دغه هېواد د مالیې وزیر اسحاق ډار خبرو د ""خلکو په زخمونو لا مالګه شیندلې.""
ښاغلي ډار د اوسنیو ستونزو پړه د عمران خان په تېر حکومت اچولي او ویې ویل ""د پاکستان ساتنه، پرمختګ او سوکالي د خدای ذمه واري ده.""
              .                          ",0
"   ستاسو د‌څيړنو او ارزونو حاصل پل سوخته وو 
شرم دی کاش مرکی ته حاضره شوی نه وی",2
"د پاکستان د سېند ایالت چارواکي وايي، دوی د هغو اتلس کسانو د مړینې څېړنه پیل کړې چې د ادعاو له مخې د زهرجنو ګازو له امله مړه شوي دي. له کراچۍ ازاد خبریال عرفان خټک نور جزییات لري:               .                          ",0
  ههههههههههععععععععههههههههههههقققققققققققخخخخخخخ,0
غول خوری د کولاب او مغولستان کوسی او کونی بی هویتو نمکحرامو کډوالو نور پدی هیواد کی تاسو حرامیانوته ځای نشته,2
   دا رسنی هم انتیکه کوی. شهید ورته وایه برید ګر مه وایه الله دی می دده تر پشو جار کی,1
"د طالبانو حکومت په افغانستان کې شخصي پوهنتونو ته امر کړی چې د کانکور ازموینې لپاره تر ""امرثاني"" پورې نجونو ته د نوم لیکنې اجازه ور نه کړي.
په افغانستان کې د شخصي پوهنتونونو ټولنه.
  افغانستان                                                                            .                          ",0
"   دا د طالبانو یو بل فشار دي په افغان ښځو او ماشومانو مللمتحد به د ډیرو کلونو لپاره د طالبانو حکومت په رسمیت و نپیژني اما طالبان به د ډیرو کلونه لپاره افغان دربدره کړي په ولس به فشار زیاد شي پسرلی به ستر ناورین په افغانستان کې وویني ،",2
   الحمدالله!,1
   روسي تمريناتو څخه پیل کړي وو.,0
"په مکتوب کې دا یادونه هم شوې چې"" که څوک له دې پرېکړې سرغړونه وکړي، قانوني چلند به ورسره کېږي.""
د طالبانو د لوړو زدکړو وزارت ویاند بي بي سي ته وویل دا د هغه عمومي مکتوب برخه ده چې له مخې یې تر امري ثاني پورې په پوهنتونونو کې د ټولو نجونو زدکړې ځنډېدلي.""                      ",0
   ستاسی د خدای خانه خرابه کری لا د راپور سره دروغجنو خبیثانو,2
"په افغانستان کې آن د نړیوال پوځي حضور په شتون کې هم ولې د کوکنار په کرکېله کې کموالی رانغی؟ همدا پوښتنه مو له اورځلا نعمت وکړه چې د افغانستان د ارزونې او څېړنې په اداره 
کې یې د کوکنارو د کرکېلې او بدیلو لارو په اړه څېړنې کړې وې.               .                          ",0
"د نړیوال بانک وروستي‌ رپوټ کې ویل شوي؛ په ۲۰۲۲ کال د افغانستان د صادراتو او ملي عوایدو کچه لوړه شوې، د نفتي، خوراکي او نورو توکو بیې په نسبي ډول ټیټې شوې، افغانیو د بهرنیو اسعارو پر وړاندې ثبات ساتلی او د دولتي کارکوونکو تنخواګانې په وخت ورکړې شوې دي.‌
              .                          ",1
   الحمد لله,1
   ماشاءالله الحمدلله,1
"ګوتام آداني اصلا د هند د لویدیځ ګجرات اوسیدونکی دی.
تېره اوونۍ د هېندنبورګ په نوم د یوه امریکایې شرکت پارونکي څيړنې د دې سبب شوې چې د ښاغلي ګوتام د شرکتونو د ونډو ارزښت مخ ښکته روان شي.                        ",2
   الله اکبر,1
   دفلسطین ملت باید دنړی غلامو مشرانو ته تمه نشی چی دوی ته به داسرایلو غصبگرو سخه نجات ورکوی باید دظلالت تر ژوند مرگ بهتر وگڼړی او دخپلی خاوری ساتنه دخپل سر په بیه وکړی بزدله اسرایلان هرزای هدف وگرزوی که وسله نلری دعادی وسایلو دی کارواخلی,0
   یاالله ته فلسطين د اسرائيلوں نه پاک کړي او د    فلسطين مسلمان ولس ته مدد اوکړي اوزمونږبزدل حکمران ته هدايت او کړي,1
   الله اکبر,1
   الله ج دبریدګرجنتی فردوس ځای کی هم دغه رکم بریدونه بیت المقدس داشغال آزادوی سی,1
   زموږ  مشر دى  الله دى  ژوندي لرى,1
"دا برید جرمني کې د نازي رژیم لخوا د شپږ میلیونه یهودانو د وژل کېدو  یا هلوکاسټ د یاد پر ورځ شوی.
پولیسو ویلي بریدګر هم وروسته د امنیتي ځواکونو لخوا په ډزو وژل شوی دی.                        ",0
"   په ناپاکستان کی دا غلامان هیڅ واک نه لري او د تروریست فوج له خوا د همدی د پاره جوړ شوی دي چه د یو بل په سر ووهی او فوج کینی او ننداره وکړي ، وخاندي او لوټ وکړي",2
   ځکه هلته ټول سیاستوال په غلطه روان ندی او سترګي يي غلا ته پاتي دي.,1
"د طالبانو حکومت د ریاست الوزراء اقتصادي معاونیت ويلي که ""د افغانستان پر بانکي سکتور شته بندیزونه لېرې او د افغانانو کنګل شوې شتمنۍ ازادې شي، د هېواد اقتصادي وضعیت به نور هم ښه او د طالبانو د اعلامیې له مخې بار به د نړیوالې ټولنې له اوږو سپک شي.
              .                          ",1
   الحَمْدُ ِلله الحَمْدُ ِلله الحَمْدُ ِلله الحَمْدُ ِلله الحَمْدُ ِلله,1
   الحمدالله,1
   الحمدلله,
"   تاسو د شيطان لمسيان اوس پوه شولى دا خبر اسلام ۱۴۰۰ کاله مخکي ورکړي چي د آدم په لباس کي به شيطان نړي خرابوي.
د بي سواده زامنو",1
   الحمدالله,11
"ایا مخکې مو د ""قیامت ورځې"" د سمبولیک ساعت په اړه اورېدلي و؟ 
سانیسپوهان  د دې ساعت ستن نړۍ او بشریت ته د ورپېښو ګواښونو د ارزولو له مخې مخکې وروسته کوي او اوس پکې نیمې شپې ته ۹۰ ثانیې پاتې دي. دا په دې مانا ده چې بشریت په خطرناک ډول د تباهۍ په درشل ولاړ دی
              .                          ",2
   تباه او هلاک شي تر څو به د یهودو او نصراوو د غلامۍ ځنځیر غاړه کې ګرځوی ایا کله مو د فلسطین د مظلومانو او وحشي اسرایئلو د ظلمونو کوم راپور نړۍ ته ورکړي.,
   الحمد لله,1
"   دینو برکات دی
 یو د سولی دین دی چی بنیاد ی وینه تویول دی 
 بل د شر دین بل د تفرقی دین له دینو باید نړی پاکه شی ګنی بشریت به داسی تهدیدوی مرګونه به ثواب ګنل کیژي 😡",1
   الحمدلله,1
"   الحمدلله دغسې آفرين 
لکه افغانانو غوندې فدايان شئ له زړه درته وايم چې په يوکال کې به اسرائيل فتحه کوئ ان شاءالله.",1
الله اکبر ډیر دخوښۍ ځای ده,1
   يهوده د دي قيمت به پري کوي ان شاءالله.,2
"   شکر یا الله
به مرگ شان برکت باشه",1
"   مکوه پر ما چه وبه شی پر تا ۔
من حفرالبیرلاخیه فقد وقع فیه ۔",2
   مسلما ن دحپل انتقام مسوليت لري با يد نړائ نورپوهءشي چې نورپه امت مسلمه باندې ظلم بند کړي دحپل دين اومذهب اودانانتومطابق حپله زندګي تېرکړى امت مسلمه مشران ته داتفاف ضرورت دائ دحپل منځي احتلافات حتم کړى اويواوازشى,2
   الحمدالله الحمدالله الحمدالله الحمدالله,1
"عمران خان تور پورې کړی چې پخواني ولسمشر اصف علي زرداري یې وژلو لپاره پر یوه ترهګریز سازمان پیسې لګولې. هغه دا ادعا هم کړې چې ګواکې د استخبارتو کسان په دې دسیسه کې همکار دي. پیپلز ګوند بیا وايي عمران خان پخپله د ترهګرو ملاتړ او پلوی پاتې شوی. 
              .                          ",2
   البرکت,1
   خپل خلک څوک نه وژني,0
   الحمدلله,1
   بي بي سي چې څومره د اسراییلو لپاره غږ پورته کوي هغومره بيا د مظلومو فلسطينيانو مقابل کې خاموشه وي.,2
   الحمدللہ,1
"   هو غربی رسنی وه داعش ده امریکا پیدا کړي پروژه ده پیدا کویی هم دوي او بیا د وژلو نوم.هم.ورباندې هم دوي ږدي.
اعلان ورته بیا ستاغونده درواغجنو رسنی ورته اعلان کوي",2
   الحمد الله,1
   الله اکبر زنده باد اسلام,1
"   الحمدلله،
الله تعالی دي په فلسطينيانو کي د جهاد جذبه پيدا کړي،
د ظالمو کفارو او د هغوي د غلامانو علاج په جهاد سره کيږي او بس.",1
   الله اکبر کبیرا,
   الحمدللہ,1
                                        ډیر خوښ یی فایق همداسی خوښ اوس,1
   الحمدلله الله اکبر,1
"   الحمد لله
ائ ظالمو غاصبو يهوديانو که چرته تاسو زمونږ ده اسلامي شعايرو ده توهین څخه منع نه شوئ نو په ياد ولرئ اسلامي امت په هر دور کي سړشيندونکي ځوانان لري او ده ستاسو دغه کبر او غرور به ده خپل بدن په ټوټي کولو سره ده مينځه يوسو",1
   الله اکبر,1
"   الحمدالله 
ددې اجازه خو تاسې نلرئ چی څومره تعداد اسریلیان پکی مردار شویدي!",1
 دقیقا,1
   الحمدالله,1
   اسرائيلي ځواکونو  بايد دهشتګرد اوبلل شي,2
   الحَمْدُ ِلله په اول ځل مي ستاسوله رسني سخه زړه ته سکون اوآرام ورکوونکي خبرواوریدو,1
   ماشاءالله ډير شه,1
هند کې د پزې له لارې د څاڅکو په وسیله د کوویډ-۱۹ ناروغۍ د مخنیوي واکسیناسیون پیل شو.‌ تېر کال چین د کوویډ-۱۹ خوراکي واکسین تایید او د سپرې په بڼه یې د هغه د ویش او کارېدو اجازه ورکړه.‌ شنونکي وايي د پزې له لارې واکسین ښايي د تنفسي سیستم خوندیتابه کې ګټور ثابت شي.               .                          ,1
   فدایی جانان ته دی الله رب العزت فردوس جنت ورپه برخه کړی او داسرائیلو دی دغم ټغر نه ټولیږی !,1
"دا برید تېرو څو کلونو کې پر اسراییلو د خپلې بڼې تر ټولو خونړۍ برید بلل شوی. رسنۍ وايي برید د ختیځ بیت المقدس یوه فلسطیني سړي کړی. دا برید د لوېدیزې غاړې جنین ښار کې د اسراییلي ځواکونو له مرګونو عملیاتو یوه ورځ وروسته شوی چې ۹ فلسطینیان پکې وژل شوي وو.‌
              .                          ",2
   حمارت تل ځوړند وي     ,2
   اوس به يي خپله په امريکا خرڅ کړي,
"د پاکستان پخواني لومړي وزیر عمران خان ویلي دي، نړیوال وجهي صندوق یا ای ایم ایف له شري لنکا غوښتي وو چې خپل پوځ لګښتونه نیمایي ته راکم کړي او پاکستان هم د ده په ټکو ""خدا مه کړی دې لور ته روان دی.""
              .                          ",0
   په کابل کي ستاسورادیوداف ام په څپوبنده بنده کیږی,0
"د افغانستان لپاره د ایران ځانګړي‌ استازي او سفیر د‌ طالبانو د بهرنیو چارو له چارسمبالي‌ وزیر امیر خان متقي‌ سره کتلي دي.‌
دا په نژدې یوه اوونۍ کې دویم ځل دی چې د ایران ځانګړی استازی او سفیر د طالبانو د بهرنیو چارو له وزیر سره ګوري.‌
              .                          ",0
"امریکايي چارواکي وايي، ځواکونو یې د سومالیا په شمال کې د اسلامي دولت یا داعش ډلې یو مشر بلال السوډاني او د هغه ۱۰ تنه پلویان وژلي دي.
نوموړی وروسته تر هغه و وژل شو چې امریکايي ځانګړو ځواکونو په یوه لیرې پرتې غرنۍ سمڅه کې د هغه د نیولو لپاره چاپه ووهله.

              .                          ",0
"د هند پوله ساتی ځواک (بي ایس ایف) له پاکستان سره د هند تر کنټرول لاندې کشمیر، راجستان او ګجرات سرحدونو کې اوه ورځني دفاعي پوځي تمرینونه کوي چې د ""اپس الرټ"" په نوم یادیږي.
              .                          ",0
"د فارس خبري اژانس په ایران کې د اذربایجان پر سفارت د وسله وال برید خبر ورکړی دی. د اذربایجان د بهرنیو چارو وزارت هم دا خبر تایید کړی دی.
د ترکیې د اناتولي خبري اژانس ویلي په دغه برید کې یو تن وژل شوی دی.
              .                          ",2
   ايټم به اوس خرڅوي,0
                                باډر یی پاس کو خوشحال جانه . نن دی که سبا دی      دا تور چرګ نور ښوروا دی,0
   شاباس خوند یی په کړي دي خلګ غیرت څه پيژني بس يواځي فحاشي دي ته  خوند ورکوی,1
   پاکستان تباه ده,2
   د نړیوال بانک دي كور ودان وي چي ريشيا يي و ويلي او د هغو رسنيو دي كور وران وي چي دا يو نيم كال كي پرته د دروغو او تهمتونه يو مثبت خبر يي هم نده خپور كري. افغانستان به انشاءالله جوريژي پخير او د خيرات غوشتني پر جاي به نورو خاورو هيوادوانو سره مرسته كوو.,1
   خدای د دی هم بد تر شی دا منهوس مملکت....,2
"په خیبرپښتونخوا کې لنډمهالې ایالتي کابینه داسې مهال کار پیلوي چې څو ورځې وړاندې هلته ایالتي اسامبلۍ منحل شوه او د نویو ټاکنو لپاره مهال وېش اعلان شو. په نوې اعلان شوې لنډمهال کابینه کې یوازې یوه ښځه ده. 
              .                          ",0
   الحمدلله,1
                      تردې يې بدتر غواړو,2
   برکت,1
"یو ډالر څه باندې ۲۵۵ کلدارې؛ د پاکستان پیسو ولې ناڅاپه ارزښت بایلود؟
                                                                     .                          ",2
"   شیطانانو په کابل او ځينو نورو ولايتونو کي نن او پرون ستاسو د بادارانو چې څو ورځې وړاندې يي قران کريم وسوځاوه په خلاف لاريون وشو تاسو ولي ریپورټ په جوړ نه کړ 

اوس غواړي چې خوله بدله کړي او په برېښنا يي راواړوی",2
   ماشاءاللہ اسلامی نظام,1
"پاکستان کې پنجشنبه کلدارو یوازې څو ساعتونو کې د یوه ډالر پر وړاندې نږدې ۲۵ روپۍ ارزښت بایلود او د رسمي کاروبار تر بندېدو پورې د یو ډالر بیه ۲۵۵ اعشاریه ۴۳ کلدارو ته وختله. دا یوه ورځ کې د ډالرو پر وړاندې د کلدارو د ارزښت د پرېوتلو نوی ریکارډ‌ دی. 
              .                          ",0
   دوهم مفکر راخبر کړى.,0
"          او نړيوال بانک 
 ته د لومړی ځل لپاره   ️  ️  ️",0
   هههههههههه صرف دوه کاله صبر وکی,0
"   ترتاسی دغه امریکایی ډیر غیرت اوشرف لری
ځکه خپل کورکلی ته فردی نه فریږدی نی راولی
خوزموږ دافغانانو هم دغه ریواج دی چی څوک 
خپل کورته فردی راولی هغه ته موږ دوس ۔ دله ۔
۔خرکوس موردګو رزیل ۔بیحیاء بیشرفه وایو               .                          ",2
                              پکتياوال وروره دا ټاميان سه معنا لري کولي شي پوه مي کړي مننه ؟!!,2
"   جودایی راغله لاری دوی سوی
جانان خپل کاردی کوه خپل به کووه مه
 ناموس فروشان څومره فه افسوز ورسره ژاړی 
تاسودفیسو فه مقابل کی ترهرڅه تیرواست               .                          ",2
   په اول ځل بي بي سي ته د زړه لایک ورکوم,1
 ټاميان په دغه ورځ کاڼه سي,2
   په څخه بيا پوري اول راپور دب ب سي پښتو چي دافغانستان په حقله مثبت دي نور توله راپورونه يي دشيطانت دي,2
   ټامیان په راخبر کړئ,0
"نړیوال بانک د افغانستان د اقتصادي ودې څارنې تازه رپوټ کې چې ویلي ۲۰۲۲ کال د افغانستان له صادراتو رانیولې، د انفلاسیون تر کمېدو، د افغانیو د ارزښت تر ساتل کېدو او همدا راز د عوایدو تر راټولو پورې بېلابېلو برخو کې ښه والی لیدل کېږي.                         ",1
د نشه يي توکو او جرمونو د مخنیوي لپاره د ملګرو ملتونو ادارې 'یو این او ډي سي' موندنې ښيي چې په ۲۰۲۲ کال میانمار کې نږدې ۸۰۰ مټریک ټنه تریاک تولید شوي چې تر دوو میلیاردو پورې ډالر ترې ترلاسه شوي.                     ,1
"د سویډن شمال کې ځايي خلک د اوسپنې د یوه نوي کان په اړه پلانونو سره وېشلې دي.
 
ملاتړي یې وايي دغه کان به خلکو ته کار پیدا کړي او د دې هېواد د زرغونو زیربناو جوړولو لپاره به خام مواد برابر کړي.

 خو پر دې سیمې پېړۍ کېږي چې د سامي توکم، د ګاوزو شپانه اوسېږي.               .                          ",1
   په کندهار کی ۲۲کاله کیږی چی په ۴۸ ساعته کی ۴ ساعته برق لرو په څلورساعته کی ۶ واری ولاړ سی بیرته راسی دونه پرمخ تګ دونه سړی نسته,2
